id,name,round,homeTeam,awayTeam,time,venue,clash
596999,11D 2022,2,Lysterfield Grey,Wantirna South White,10:05,Carrington Park,
597013,11C 2022,2,Coldstream,Glen Waverley Rovers,10:05,Coldstream Reserve,
596990,12B Girls 2022,2,Rowville,Heathmont,10:05,Eildon Park,
597018,10 Girls 2022,2,East Ringwood,Waverley Blues,10:05,Glen Park,
597024,11B 2022,2,Heathmont,Mooroolbark,10:05,Heatherdale Reserve,
596990,12B Girls 2022,2,Chirnside Park,SBL Wolves Teal,10:05,Kimberley Reserve,
597018,10 Girls 2022,2,Chirnside Park,Norwood ,10:05,Kimberley Reserve,
596990,12B Girls 2022,2,Knox,South Croydon,10:05,Knox Gardens Reserve,
597008,11A 2022,2,Lysterfield Teal,Knox,10:05,Lakesfield Reserve,
597013,11C 2022,2,Rowville Knights,Bayswater/Kilsyth,10:05,Liberty Reserve,
