id,name,round,homeTeam,awayTeam,time,venue,clash
596999,11D 2022,4,Mitcham Yellow,The Basin White,10:05,Walker Park,
596965,12A Girls 2022,4,Vermont,North Ringwood,10:05,Whitehorse Reserve,
597011,8 South 2022,4,Fairpark/Rowville Knights,Wantirna South White,11:00,Lewis Park,
597011,8 South 2022,4,Blackburn Black,Rowville,11:00,Lewis Park,
597016,8 North 2022,4,North Ringwood Black,East Ringwood,11:00,Quambee Reserve,
596988,14A Girls 2022,4,East Ringwood,SBL Wolves Black,11:25,Ainslie Park,
596966,12C 2022,4,The Basin,South Belgrave,11:25,Batterham Reserve,
596966,12C 2022,4,Bayswater,Heathmont,11:25,Bayswater Junior Oval,
596987,13C 2022,4,Lysterfield Grey,Noble Park,11:25,Belgrave South Recreation Reserve,
597006,13B 2022,4,Glen Waverley Rovers,East Burwood,11:25,Brentwood Reserve,
596964,12D 2022,4,Lysterfield Grey,Blackburn Red,11:25,Carrington Park,
596964,12D 2022,4,Upper Ferntree Gully,Wantirna South White,11:25,Dobson Park,
596987,13C 2022,4,Donvale,Glen Waverley Hawks ,11:25,Donvale Reserve,
596991,12B 2022,4,Rowville,Mooroolbark,11:25,Eildon Park,
597006,13B 2022,4,Rowville,Upper Ferntree Gully,11:25,Eildon Park,
596981,13D 2022,4,Blackburn Red,Boronia,11:25,Eley Park,
607547,13A Black 2022,4,East Ringwood,North Ringwood Red,11:25,Glen Park,
596981,13D 2022,4,Heathmont ,Bayswater,11:25,HE Parker Reserve,
596966,12C 2022,4,Ringwood,East Ringwood,11:25,Jubilee Park (Top Oval),
596980,13A Red 2022,4,Mooroolbark,The Basin,11:25,Kiloran Park,
596964,12D 2022,4,Chirnside Park,Vermont Gold,11:25,Kimberley Reserve,
596983,14B Girls 2022,4,Knox,Chirnside Park,11:25,Knox Gardens Reserve,
596972,12A 2022,4,Lysterfield Teal,South Croydon,11:25,Lakesfield Reserve,
596981,13D 2022,4,Fairpark,Wantirna South White,11:25,Lewis Park,
596987,13C 2022,4,Rowville Knights,Chirnside Park,11:25,Liberty Reserve,
596987,13C 2022,4,Vermont Gold,North Ringwood Black,11:25,Livingstone Primary School,
596975,14C Girls 2022,4,Boronia,Bayswater/Kilsyth,11:25,Miller Park,
607547,13A Black 2022,4,Montrose Blue,Wantirna South Green,11:25,Montrose Recreation Reserve,
596972,12A 2022,4,Blackburn Black,Norwood ,11:25,Morton Park,
596988,14A Girls 2022,4,Blackburn ,Ferntree Gully Eagles,11:25,Morton Park,
597006,13B 2022,4,Waverley Blues,Ringwood,11:25,Mt Waverley Reserve,
596975,14C Girls 2022,4,Norwood,Waverley Blues,11:25,Mullum Mullum Reserve,
596980,13A Red 2022,4,Norwood Black,Ferntree Gully Eagles,11:25,Mullum Mullum Reserve,
596983,14B Girls 2022,4,North Ringwood,Mitcham,11:25,Quambee Reserve,
596972,12A 2022,4,North Ringwood Red,Glen Waverley Rovers,11:25,Ringwood North Reserve,
596988,14A Girls 2022,4,Wantirna South,Vermont,11:25,Templeton Reserve,
596991,12B 2022,4,Lilydale,Montrose,11:25,The Gateway Reserve,
596991,12B 2022,4,Mitcham,Croydon,11:25,Walker Park,
596991,12B 2022,4,Ferntree Gully Eagles,Rowville Knights,11:25,Wally Tew Reserve,
607547,13A Black 2022,4,Vermont Purple,Blackburn Black,11:25,Whitehorse Reserve,
597011,8 South 2022,4,Noble Park/ Vermont,Boronia,12:00,Lewis Park,
597011,8 South 2022,4,Bayswater,Vermont,12:00,Lewis Park,
597016,8 North 2022,4,Montrose,South Croydon,12:00,Quambee Reserve,
596992,15A 2022,4,East Ringwood ,Montrose Blue,12:55,Ainslie Park,
596993,15B 2022,4,The Basin,South Belgrave,12:55,Batterham Reserve,
596970,Deakin Uni 16B Girls 2022,4,Bayswater,North Ringwood,12:55,Bayswater Junior Oval,
596982,15D 2022,4,Lysterfield Grey,Rowville Gold,12:55,Belgrave South Recreation Reserve,
596973,14C 2022,4,South Croydon,Boronia,12:55,Benson Oval,
596968,15C 2022,4,Glen Waverley Rovers,Knox,12:55,Brentwood Reserve,
596992,15A 2022,4,Lysterfield Teal,Blackburn Black,12:55,Carrington Park,
596978,14D 2022,4,Coldstream,Montrose Red,12:55,Coldstream Reserve,
596975,14C Girls 2022,4,Upper Ferntree Gully,South Croydon,12:55,Dobson Park,
596969,14B 2022,4,East Burwood,Ferntree Gully Eagles,12:55,East Burwood Reserve,
596986,14A 2022,4,Rowville Hawks,North Ringwood Red,12:55,Eildon Park,
596982,15D 2022,4,Montrose Red,Bayswater,12:55,Elizabeth Bridge Reserve,
596978,14D 2022,4,East Ringwood White,Blackburn Red,12:55,Glen Park,
596983,14B Girls 2022,4,Heathmont,Rowville,12:55,HE Parker Reserve,
596969,14B 2022,4,Mooroolbark,Waverley Blues,12:55,Heights Reserve,
596977,Deakin Uni 16C Girls 2022,4,Mooroolbark ,Blackburn Red,12:55,Kiloran Park,
596970,Deakin Uni 16B Girls 2022,4,Knox,Endeavour Hills/Rowville,12:55,Knox Gardens Reserve,
596986,14A 2022,4,Knox Red,Lysterfield ,12:55,Knox Gardens Reserve,
596977,Deakin Uni 16C Girls 2022,4,SBL Wolves Teal,South Croydon,12:55,Lakesfield Reserve,
596982,15D 2022,4,Fairpark,Mooroolbark Gold,12:55,Lewis Park,
596986,14A 2022,4,Vermont Purple,East Ringwood Blue,12:55,Livingstone Primary School,
596982,15D 2022,4,Boronia,Vermont Gold,12:55,Miller Park,
596969,14B 2022,4,Montrose Blue,Rowville Knights,12:55,Montrose Recreation Reserve,
596968,15C 2022,4,Blackburn Red,South Croydon,12:55,Morton Park,
596986,14A 2022,4,Blackburn Black,Croydon,12:55,Morton Park,
596993,15B 2022,4,Waverley Blues,Heathmont,12:55,Mt Waverley Reserve,
596993,15B 2022,4,Norwood,Mooroolbark Green,12:55,Mullum Mullum Reserve,
596973,14C 2022,4,South Belgrave,Wantirna South,12:55,Narre Warren East Reserve,
596968,15C 2022,4,Kilsyth,Donvale,12:55,Pinks Reserve,
596978,14D 2022,4,North Ringwood Black,Knox Black,12:55,Quambee Reserve,
596992,15A 2022,4,North Ringwood Red,Vermont Purple,12:55,Ringwood North Reserve,
596993,15B 2022,4,Noble Park,Forest Hill,12:55,Ross Reserve,
596967,Deakin Uni 18A Girls 2022,4,Wantirna South,Upper Ferntree Gully,12:55,Templeton Reserve,
596971,Deakin Uni 16A Girls 2022,4,Vermont,Ferntree Gully Eagles Blue,12:55,Vermont Recreation Reserve,
596986,14A 2022,4,Mitcham,The Basin,12:55,Walker Park,
596970,Deakin Uni 16B Girls 2022,4,Ferntree Gully /Norwood,East Ringwood,12:55,Wally Tew Reserve,
596978,14D 2022,4,Vermont Gold,Kilsyth,12:55,Whitehorse Reserve,
597007,17.5 Premier 2022,4,East Ringwood Blue,Mooroolbark ,14:45,Ainslie Park,
597014,17.5 B 2022,4,The Basin,Vermont Gold,14:45,Batterham Reserve,
596967,Deakin Uni 18A Girls 2022,4,Rowville Knights/ Bayswater,Waverley Blues,14:45,Bayswater Junior Oval,
597014,17.5 B 2022,4,Glen Waverley Rovers ,Lysterfield Grey,14:45,Brentwood Reserve,
596976,16B 2022,4,Coldstream,Lysterfield ,14:45,Coldstream Reserve,
596973,14C 2022,4,Upper Ferntree Gully,Noble Park,14:45,Dobson Park,
596992,15A 2022,4,Rowville Brown,Mitcham,14:45,Eildon Park,
596970,Deakin Uni 16B Girls 2022,4,Heathmont,Wantirna South,14:45,HE Parker Reserve,
596976,16B 2022,4,Mooroolbark,Ferntree Gully white,14:45,Heights Reserve,
596984,Deakin Uni 18 Premier Girls 2022,4,Mooroolbark,Vermont,14:45,Kiloran Park,
596976,16B 2022,4,Chirnside Park,Glen Waverley Hawks,14:45,Kimberley Reserve,
596989,16A 2022,4,Knox,Norwood,14:45,Knox Gardens Reserve,
597007,17.5 Premier 2022,4,Lysterfield Teal,Blackburn Black,14:45,Lakesfield Reserve,
597001,17.5 C 2022,4,Fairpark,Bayswater,14:45,Lewis Park,
596977,Deakin Uni 16C Girls 2022,4,Boronia,Montrose,14:45,Miller Park,
597007,17.5 Premier 2022,4,Montrose ,Vermont Purple,14:45,Montrose Recreation Reserve,
597001,17.5 C 2022,4,Blackburn Red,Coldstream,14:45,Morton Park,
596984,Deakin Uni 18 Premier Girls 2022,4,Mt Evelyn,Montrose,14:45,Mt Evelyn Reserve,
596998,17.5 A 2022,4,Waverley Blues,Endeavour Hills ,14:45,Mt Waverley Reserve,
596976,16B 2022,4,Kilsyth,Vermont Gold,14:45,Pinks Reserve,
597007,17.5 Premier 2022,4,North Ringwood Red,Wantirna South Green,14:45,Quambee Reserve,
596968,15C 2022,4,North Ringwood Black,Upper Ferntree Gully,14:45,Ringwood North Reserve,
597014,17.5 B 2022,4,Noble Park,Forest Hill,14:45,Ross Reserve,
597001,17.5 C 2022,4,Wantirna South White,Kilsyth/Boronia,14:45,Templeton Reserve,
596989,16A 2022,4,Vermont Purple,Mitcham,14:45,Vermont Recreation Reserve,
596998,17.5 A 2022,4,Mitcham,Rowville ,14:45,Walker Park,
596998,17.5 A 2022,4,Ferntree Gully Eagles,Lilydale ,14:45,Wally Tew Reserve,
596967,Deakin Uni 18A Girls 2022,4,Emerald/ Monbulk,Glen Waverley Rovers,14:50,Monbulk Recreation Reserve,
596971,Deakin Uni 16A Girls 2022,4,Blackburn Black,Rowville Knights,16:45,Morton Park,
596984,Deakin Uni 18 Premier Girls 2022,4,Blackburn,SBL Wolves,16:45,Morton Park,
596980,13A Red 2022,4,Lysterfield Teal,Mitcham,17:30,Lakesfield Reserve,
597000,9 White 2022,5,Croydon,Heathmont,9:00,Barngeong Reserve,
597010,9 Black 2022,5,The Basin Red,Glen Waverley Rovers,9:00,Batterham Reserve,
597017,9 Red 2022,5,Bayswater,Rowville Knights,9:00,Bayswater Junior Oval,
597015,10 White 2022,5,South Croydon,Croydon,9:00,Benson Oval,
597020,10 Blue 2022,5,Glen Waverley Rovers,Vermont Gold,9:00,Brentwood Reserve,
597017,9 Red 2022,5,Lysterfield Grey,South Belgrave,9:00,Carrington Park,
597015,10 White 2022,5,Coldstream,Lilydale ,9:00,Coldstream Reserve,
597017,9 Red 2022,5,Upper Ferntree Gully,Boronia ,9:00,Dobson Park,
597017,9 Red 2022,5,East Burwood ,Rowville ,9:00,East Burwood Reserve,
597002,10 Red 2022,5,Rowville,Knox,9:00,Eildon Park,
597015,10 White 2022,5,East Ringwood White,Mooroolbark,9:00,Glen Park,
597020,10 Blue 2022,5,Heathmont Gold,Upper Ferntree Gully,9:00,Heatherdale Reserve,
597000,9 White 2022,5,Chirnside Park,Ringwood,9:00,Kimberley Reserve,
597010,9 Black 2022,5,Donvale/ Knox,East Ringwood,9:00,Knox Gardens Reserve,
597010,9 Black 2022,5,Lysterfield Teal,Noble Park,9:00,Lakesfield Reserve,
597011,8 South 2022,5,Wantirna South Green,Fairpark/Rowville Knights,9:00,Lewis Park,
597011,8 South 2022,5,Rowville,Boronia,9:00,Lewis Park,
597002,10 Red 2022,5,Rowville Knights,Bayswater,9:00,Liberty Reserve,
597010,9 Black 2022,5,Vermont ,Waverley Blues,9:00,Livingstone Primary School,
597003,10 Black 2022,5,Montrose Blue,Mitcham,9:00,Montrose Recreation Reserve,
597020,10 Blue 2022,5,Montrose Red,Blackburn Red,9:00,Montrose Recreation Reserve,
597003,10 Black 2022,5,Blackburn Black,The Basin,9:00,Morton Park,
597010,9 Black 2022,5,Blackburn ,North Ringwood Red,9:00,Morton Park,
597000,9 White 2022,5,Norwood,South Croydon,9:00,Mullum Mullum Reserve,
597003,10 Black 2022,5,Norwood Black,Vermont Purple,9:00,Mullum Mullum Reserve,
597002,10 Red 2022,5,South Belgrave,Fairpark,9:00,Narre Warren East Reserve,
597015,10 White 2022,5,Waverley Blues,Kilsyth,9:00,Pinewood reserve,
597000,9 White 2022,5,Kilsyth,North Ringwood Black,9:00,Pinks Reserve,
597016,8 North 2022,5,Montrose,North Ringwood Red,9:00,Quambee Reserve,
597020,10 Blue 2022,5,North Ringwood Black,Lysterfield Grey,9:00,Quambee Reserve,
597003,10 Black 2022,5,North Ringwood Red,Heathmont Blue,9:00,Ringwood North Reserve,
597002,10 Red 2022,5,Noble Park,Ferntree Gully Eagles,9:00,Ross Reserve,
597003,10 Black 2022,5,Wantirna South ,Lysterfield Teal,9:00,Templeton Reserve,
597000,9 White 2022,5,Lilydale,Montrose,9:00,The Gateway Reserve,
597002,10 Red 2022,5,Boronia,Endeavour Hills ,9:00,Tormore Reserve,
597010,9 Black 2022,5,Mitcham,The Basin Green,9:00,Walker Park,
597017,9 Red 2022,5,Ferntree Gully Eagles,Wantirna South,9:00,Wally Tew Reserve,
597011,8 South 2022,5,Wantirna South White,Mitcham,10:00,Lewis Park,
597011,8 South 2022,5,Lysterfield,Blackburn Red,10:00,Lewis Park,
597016,8 North 2022,5,Mooroolbark,East Ringwood,10:00,Quambee Reserve,
596965,12A Girls 2022,5,The Basin Green,SBL Wolves Black,10:05,Batterham Reserve,
597024,11B 2022,5,The Basin Green,East Ringwood,10:05,Batterham Reserve,
596999,11D 2022,5,Bayswater/Kilsyth,Vermont Gold,10:05,Bayswater Junior Oval,
597018,10 Girls 2022,5,South Croydon,Norwood ,10:05,Benson Oval,
597013,11C 2022,5,Glen Waverley Rovers,South Croydon,10:05,Brentwood Reserve,
596999,11D 2022,5,Lysterfield Grey,Blackburn Red,10:05,Carrington Park,
597013,11C 2022,5,Upper Ferntree Gully,Coldstream,10:05,Dobson Park,
597024,11B 2022,5,East Burwood ,Rowville ,10:05,East Burwood Reserve,
596990,12B Girls 2022,5,Rowville,Bayswater,10:05,Eildon Park,
596991,12B 2022,5,Montrose,Mitcham,10:05,Elizabeth Bridge Reserve,
597018,10 Girls 2022,5,East Ringwood,The Basin,10:05,Glen Park,
596966,12C 2022,5,Heathmont,North Ringwood Black,10:05,Heatherdale Reserve,
596990,12B Girls 2022,5,Chirnside Park,Heathmont,10:05,Kimberley Reserve,
597018,10 Girls 2022,5,Chirnside Park,Wantirna South,10:05,Kimberley Reserve,
596990,12B Girls 2022,5,Knox,Montrose,10:05,Knox Gardens Reserve,
597008,11A 2022,5,Lysterfield Teal,Wantirna South Green,10:05,Lakesfield Reserve,
597024,11B 2022,5,Rowville Knights,Norwood,10:05,Liberty Reserve,
597018,10 Girls 2022,5,Vermont,Waverley Blues,10:05,Livingstone Primary School,
596999,11D 2022,5,Montrose Red,Mitcham Yellow,10:05,Montrose Recreation Reserve,
597008,11A 2022,5,Blackburn Black,Montrose Blue,10:05,Morton Park,
596990,12B Girls 2022,5,Norwood,South Croydon,10:05,Mullum Mullum Reserve,
596975,14C Girls 2022,5,Waverley Blues,Boronia,10:05,Pinewood reserve,
597006,13B 2022,5,Kilsyth,Rowville,10:05,Pinks Reserve,
596999,11D 2022,5,North Ringwood Black,Endeavour Hills ,10:05,Quambee Reserve,
597008,11A 2022,5,North Ringwood Red,Knox,10:05,Ringwood North Reserve,
597013,11C 2022,5,Noble Park,Heathmont,10:05,Ross Reserve,
596990,12B Girls 2022,5,Wantirna South,SBL Wolves Teal,10:05,Templeton Reserve,
597024,11B 2022,5,Lilydale,Mooroolbark,10:05,The Gateway Reserve,
596990,12B Girls 2022,5,Boronia,The Basin White,10:05,Tormore Reserve,
597008,11A 2022,5,Vermont Purple,Mitcham Black,10:05,Vermont Recreation Reserve,
596965,12A Girls 2022,5,Ferntree Gully Eagles,North Ringwood,10:05,Wally Tew Reserve,
597011,8 South 2022,5,Knox,Blackburn Black,11:00,Lewis Park,
597011,8 South 2022,5,Bayswater,Noble Park/ Vermont,11:00,Lewis Park,
597016,8 North 2022,5,South Croydon,Norwood,11:00,Quambee Reserve,
596965,12A Girls 2022,5,East Ringwood,Vermont,11:25,Ainslie Park,
596991,12B 2022,5,Croydon,Rowville,11:25,Barngeong Reserve,
596966,12C 2022,5,The Basin,Bayswater,11:25,Batterham Reserve,
596999,11D 2022,5,The Basin White,Wantirna South White,11:25,Batterham Reserve,
596981,13D 2022,5,Bayswater,Norwood Purple,11:25,Bayswater Junior Oval,
596972,12A 2022,5,South Croydon,North Ringwood Red,11:25,Benson Oval,
596972,12A 2022,5,Glen Waverley Rovers,Wantirna South Green,11:25,Brentwood Reserve,
596972,12A 2022,5,Lysterfield Teal,Blackburn Black,11:25,Carrington Park,
596964,12D 2022,5,Upper Ferntree Gully,Chirnside Park,11:25,Dobson Park,
596987,13C 2022,5,Donvale,Vermont Gold,11:25,Donvale Reserve,
596978,14D 2022,5,Montrose Red,South Belgrave,11:25,Elizabeth Bridge Reserve,
596966,12C 2022,5,East Ringwood,Ferntree Gully Eagles,11:25,Glen Park,
596983,14B Girls 2022,5,Heathmont,Knox,11:25,Heatherdale Reserve,
596991,12B 2022,5,Ringwood,Mooroolbark,11:25,Jubilee Park,
596980,13A Red 2022,5,Mooroolbark,Norwood Black,11:25,Kiloran Park,
596975,14C Girls 2022,5,South Croydon,SBL Wolves Teal,11:25,Kimberley Reserve,
596970,Deakin Uni 16B Girls 2022,5,Knox,Bayswater,11:25,Knox Gardens Reserve,
596987,13C 2022,5,Lysterfield Grey,Chirnside Park,11:25,Lakesfield Reserve,
596981,13D 2022,5,Fairpark,Heathmont ,11:25,Lewis Park,
596988,14A Girls 2022,5,Vermont,East Ringwood,11:25,Livingstone Primary School,
607547,13A Black 2022,5,Montrose Blue,Vermont Purple,11:25,Montrose Recreation Reserve,
596964,12D 2022,5,Blackburn Red,Waverley Blues,11:25,Morton Park,
607547,13A Black 2022,5,Blackburn Black,Wantirna South Green,11:25,Morton Park,
596972,12A 2022,5,Norwood ,Vermont Purple,11:25,Mullum Mullum Reserve,
596966,12C 2022,5,South Belgrave,Rowville Knights,11:25,Narre Warren East Reserve,
596969,14B 2022,5,Waverley Blues,Ferntree Gully Eagles,11:25,Pinewood reserve,
596975,14C Girls 2022,5,Bayswater/Kilsyth,Chirnside Park,11:25,Pinks Reserve,
607547,13A Black 2022,5,North Ringwood Red,Glen Waverley Rovers,11:25,Quambee Reserve,
596987,13C 2022,5,North Ringwood Black,Rowville Knights,11:25,Ringwood North Reserve,
597006,13B 2022,5,Noble Park,Waverley Blues,11:25,Ross Reserve,
596964,12D 2022,5,Wantirna South White,Lysterfield Grey,11:25,Schultz Reserve,
596988,14A Girls 2022,5,Wantirna South,Blackburn ,11:25,Templeton Reserve,
597013,11C 2022,5,Boronia,South Belgrave,11:25,Tormore Reserve,
596964,12D 2022,5,Vermont Gold,Kilsyth,11:25,Vermont Recreation Reserve,
596980,13A Red 2022,5,Mitcham,East Burwood,11:25,Walker Park,
596983,14B Girls 2022,5,Mitcham,Rowville,11:25,Walker Park,
596988,14A Girls 2022,5,Ferntree Gully Eagles,Montrose,11:25,Wally Tew Reserve,
597011,8 South 2022,5,The Basin,Ferntree Gully/ Endeavour Hills,12:00,Lewis Park,
597011,8 South 2022,5,Vermont,Ferntree Gully Eagles,12:00,Lewis Park,
597016,8 North 2022,5,Heathmont,North Ringwood Black,12:00,Quambee Reserve,
596970,Deakin Uni 16B Girls 2022,5,East Ringwood,Heathmont,12:55,Ainslie Park,
596986,14A 2022,5,Croydon,Rowville Hawks,12:55,Barngeong Reserve,
596982,15D 2022,5,Bayswater,Mooroolbark Gold,12:55,Bayswater Junior Oval,
596977,Deakin Uni 16C Girls 2022,5,South Croydon,Kilsyth,12:55,Benson Oval,
596993,15B 2022,5,Glen Waverley Rovers,The Basin,12:55,Brentwood Reserve,
596982,15D 2022,5,Lysterfield Grey,Montrose Red,12:55,Carrington Park,
596976,16B 2022,5,Coldstream,Mooroolbark,12:55,Coldstream Reserve,
597006,13B 2022,5,Upper Ferntree Gully,Ringwood,12:55,Dobson Park,
596969,14B 2022,5,East Burwood,The Basin,12:55,East Burwood Reserve,
596982,15D 2022,5,Rowville Gold,Boronia,12:55,Eildon Park,
596977,Deakin Uni 16C Girls 2022,5,Blackburn Red,Montrose,12:55,Eley Park,
596986,14A 2022,5,Montrose Blue,Knox Red,12:55,Elizabeth Bridge Reserve,
596993,15B 2022,5,Forest Hill,South Belgrave,12:55,Forest Hill Reserve,
596986,14A 2022,5,East Ringwood Blue,Blackburn Black,12:55,Glen Park,
596993,15B 2022,5,Heathmont,Norwood,12:55,Heatherdale Reserve,
596970,Deakin Uni 16B Girls 2022,5,Mooroolbark ,Ferntree Gully /Norwood,12:55,Heights Reserve,
596969,14B 2022,5,Mooroolbark,Noble Park,12:55,Kiloran Park,
596978,14D 2022,5,Knox Black,Upper Ferntree Gully,12:55,Knox Gardens Reserve,
596986,14A 2022,5,Lysterfield ,North Ringwood Red,12:55,Lakesfield Reserve,
596992,15A 2022,5,Vermont Purple,East Ringwood ,12:55,Livingstone Primary School,
596992,15A 2022,5,Montrose Blue,Rowville Brown,12:55,Montrose Recreation Reserve,
596978,14D 2022,5,Blackburn Red,Vermont Gold,12:55,Morton Park,
596982,15D 2022,5,Blackburn Red,Fairpark,12:55,Morton Park,
596975,14C Girls 2022,5,Norwood,Upper Ferntree Gully,12:55,Mullum Mullum Reserve,
596971,Deakin Uni 16A Girls 2022,5,SBL Wolves Black,Rowville Knights,12:55,Narre Warren East Reserve,
596993,15B 2022,5,Waverley Blues,Noble Park,12:55,Pinewood reserve,
596973,14C 2022,5,Kilsyth,Boronia,12:55,Pinks Reserve,
596968,15C 2022,5,North Ringwood Black,Kilsyth,12:55,Quambee Reserve,
596978,14D 2022,5,North Ringwood Black,Coldstream,12:55,Quambee Reserve - Back Oval,
596992,15A 2022,5,North Ringwood Red,Lysterfield Teal,12:55,Ringwood North Reserve,
596981,13D 2022,5,Wantirna South White,Blackburn Red,12:55,Schultz Reserve,
596973,14C 2022,5,Wantirna South,Rowville Knights,12:55,Templeton Reserve,
596981,13D 2022,5,Boronia,Montrose Red,12:55,Tormore Reserve,
596968,15C 2022,5,Vermont Gold,Knox,12:55,Vermont Recreation Reserve,
596986,14A 2022,5,Mitcham,Vermont Purple,12:55,Walker Park,
596980,13A Red 2022,5,Ferntree Gully Eagles,The Basin,12:55,Wally Tew Reserve,
596984,Deakin Uni 18 Premier Girls 2022,5,Mt Evelyn,Vermont,12:55,Whitehorse Reserve,
597014,17.5 B 2022,5,East Ringwood White,Noble Park,14:45,Ainslie Park,
597001,17.5 C 2022,5,Bayswater,Kilsyth/Boronia,14:45,Bayswater Junior Oval,
596968,15C 2022,5,South Croydon,Upper Ferntree Gully,14:45,Benson Oval,
596967,Deakin Uni 18A Girls 2022,5,Glen Waverley Rovers,Mooroolbark,14:45,Brentwood Reserve,
597014,17.5 B 2022,5,Lysterfield Grey,The Basin,14:45,Carrington Park,
597001,17.5 C 2022,5,Coldstream,Wantirna South White,14:45,Coldstream Reserve,
596967,Deakin Uni 18A Girls 2022,5,Upper Ferntree Gully,Emerald/ Monbulk,14:45,Dobson Park,
596971,Deakin Uni 16A Girls 2022,5,Blackburn Black,Vermont,14:45,Eley Park,
596984,Deakin Uni 18 Premier Girls 2022,5,Montrose,SBL Wolves,14:45,Elizabeth Bridge Reserve,
597014,17.5 B 2022,5,Forest Hill,Vermont Gold,14:45,Forest Hill Reserve,
597007,17.5 Premier 2022,5,Mooroolbark ,North Ringwood Red,14:45,Heights Reserve,
596976,16B 2022,5,Lysterfield ,Chirnside Park,14:45,Lakesfield Reserve,
596998,17.5 A 2022,5,Lilydale ,Wantirna South Green,14:45,Lilydale Sports Oval,
596976,16B 2022,5,Vermont Gold,East Burwood,14:45,Livingstone Primary School,
597007,17.5 Premier 2022,5,Montrose ,Lysterfield Teal,14:45,Montrose Recreation Reserve,
596992,15A 2022,5,Blackburn Black,Mitcham,14:45,Morton Park,
596977,Deakin Uni 16C Girls 2022,5,SBL Wolves Teal,Endeavour Hills/Rowville,14:45,Narre Warren East Reserve,
596967,Deakin Uni 18A Girls 2022,5,Waverley Blues,North Ringwood,14:45,Pinewood reserve,
596976,16B 2022,5,Kilsyth,Glen Waverley Hawks,14:45,Pinks Reserve,
597001,17.5 C 2022,5,North Ringwood Black,Fairpark,14:45,Quambee Reserve,
596970,Deakin Uni 16B Girls 2022,5,North Ringwood,Wantirna South,14:45,Ringwood North Reserve,
596998,17.5 A 2022,5,Endeavour Hills ,Rowville ,14:45,Singleton Reserve,
596967,Deakin Uni 18A Girls 2022,5,Wantirna South,Rowville Knights/ Bayswater,14:45,Templeton Reserve,
597007,17.5 Premier 2022,5,Vermont Purple,East Ringwood Blue,14:45,Vermont Recreation Reserve,
596989,16A 2022,5,Mitcham,Norwood,14:45,Walker Park,
596998,17.5 A 2022,5,Mitcham,Glen Waverley Rovers ,14:45,Walker Park,
596989,16A 2022,5,Vermont Purple,Ferntree Gully Blue,14:45,Whitehorse Reserve,
597010,9 Black 2022,6,East Ringwood,North Ringwood Red,9:00,Ainslie Park,
597000,9 White 2022,6,Croydon,Norwood,9:00,Barngeong Reserve,
597015,10 White 2022,6,Croydon,Mooroolbark,9:00,Barngeong Reserve,
597010,9 Black 2022,6,The Basin Red,Donvale/ Knox,9:00,Batterham Reserve,
597017,9 Red 2022,6,Bayswater,Lysterfield Grey,9:00,Bayswater Junior Oval,
597000,9 White 2022,6,South Croydon,Lilydale,9:00,Benson Oval,
597010,9 Black 2022,6,Glen Waverley Rovers,The Basin Green,9:00,Brentwood Reserve,
597020,10 Blue 2022,6,Glen Waverley Rovers,North Ringwood Black,9:00,Brentwood Reserve,
597020,10 Blue 2022,6,Lysterfield Grey,Blackburn Red,9:00,Carrington Park,
597015,10 White 2022,6,Coldstream,Waverley Blues,9:00,Coldstream Reserve,
597017,9 Red 2022,6,Upper Ferntree Gully,Ferntree Gully Eagles,9:00,Dobson Park,
597002,10 Red 2022,6,Rowville,South Belgrave,9:00,Eildon Park,
597000,9 White 2022,6,Heathmont,Ringwood,9:00,Heatherdale Reserve,
597000,9 White 2022,6,Chirnside Park,Kilsyth,9:00,Kimberley Reserve,
597002,10 Red 2022,6,Knox,Noble Park,9:00,Knox Gardens Reserve,
597003,10 Black 2022,6,Lysterfield Teal,The Basin,9:00,Lakesfield Reserve,
597002,10 Red 2022,6,Fairpark,Bayswater,9:00,Lewis Park,
597011,8 South 2022,6,Fairpark/Rowville Knights,The Basin,9:00,Lewis Park,
597011,8 South 2022,6,Mitcham,Wantirna South Green,9:00,Lewis Park,
597002,10 Red 2022,6,Rowville Knights,Boronia,9:00,Liberty Reserve,
597003,10 Black 2022,6,Vermont Purple,Heathmont Blue,9:00,Livingstone Primary School,
597017,9 Red 2022,6,Boronia ,Rowville Knights,9:00,Miller Park,
597003,10 Black 2022,6,Montrose Blue,Norwood Black,9:00,Montrose Recreation Reserve,
597020,10 Blue 2022,6,Montrose Red,Heathmont Gold,9:00,Montrose Recreation Reserve,
597010,9 Black 2022,6,Blackburn ,Vermont ,9:00,Morton Park,
597020,10 Blue 2022,6,Norwood Purple,Upper Ferntree Gully,9:00,Mullum Mullum Reserve,
597017,9 Red 2022,6,South Belgrave,Rowville ,9:00,Narre Warren East Reserve,
597010,9 Black 2022,6,Waverley Blues,Lysterfield Teal,9:00,Pinewood reserve,
597015,10 White 2022,6,Kilsyth,Chirnside Park,9:00,Pinks Reserve,
597016,8 North 2022,6,East Ringwood,North Ringwood Red,9:00,Quambee Reserve,
597000,9 White 2022,6,North Ringwood Black,Montrose,9:00,Ringwood North Reserve,
597003,10 Black 2022,6,North Ringwood Red,Blackburn Black,9:00,Ringwood North Reserve,
597010,9 Black 2022,6,Noble Park,Mitcham,9:00,Ross Reserve,
597017,9 Red 2022,6,Wantirna South,East Burwood ,9:00,Templeton Reserve,
597015,10 White 2022,6,Lilydale ,South Croydon,9:00,The Gateway Reserve,
597003,10 Black 2022,6,Mitcham,Wantirna South ,9:00,Walker Park,
